County Name,Median House Price ($),Median Rent ($),Population with Bachelor's Degree,Total Population,Number of Employed People,People with Income Below Poverty,Total Labor Force,Median Household Income ($),State FIPS,County FIPS,Year
"Lonoke County, Arkansas",134100,647,5442.0,73657,32107,10059.0,33557,53782,05,085,2018
"Pulaski County, Arkansas",164700,668,51544.0,392680,188340,65513.0,196781,49613,05,119,2018
"Faulkner County, Arkansas",159900,652,15219.0,124806,57984,21658.0,59953,51437,05,045,2018
"Benton County, Arkansas",196700,711,36977.0,272608,136545,22983.0,140306,67164,05,007,2018
"Lake County, California",245700,891,5326.0,64382,25891,11086.0,27414,48554,06,033,2018
"Merced County, California",261100,848,15119.0,274765,111737,59283.0,124576,57745,06,047,2018
"Contra Costa County, California",670000,1721,213160.0,1150215,577749,88235.0,605900,101618,06,013,2018
"Stanislaus County, California",318900,983,39921.0,549815,229483,85073.0,251631,60321,06,099,2018
"Santa Barbara County, California",629400,1562,55568.0,446527,210598,53461.0,223874,77472,06,083,2018
"Sacramento County, California",376800,1152,217888.0,1540975,723076,217412.0,765346,69767,06,067,2018
"El Dorado County, California",486600,1163,32371.0,190678,88702,15055.0,92775,82742,06,017,2018
"Monterey County, California",563000,1403,40932.0,435594,190707,55921.0,199548,70681,06,053,2018
"San Francisco County, California",1195700,1822,253594.0,883305,536653,87087.0,557213,112376,06,075,2018
"San Diego County, California",606200,1578,526304.0,3343364,1606430,371159.0,1697366,79079,06,073,2018
"Tulare County, California",220700,740,27845.0,465861,182312,103711.0,203251,48817,06,107,2018
"Humboldt County, California",326400,865,18855.0,136373,64215,27977.0,70898,50294,06,023,2018
"Madera County, California",273500,792,10732.0,157672,59187,31191.0,66874,56305,06,039,2018
"Santa Cruz County, California",815100,1610,42071.0,274255,135393,32097.0,144966,86941,06,087,2018
"Riverside County, California",364900,1207,225956.0,2450758,1069565,306452.0,1144128,66964,06,065,2018
"San Bernardino County, California",353400,1130,191474.0,2171603,946515,315356.0,1014949,63857,06,071,2018
"Marin County, California",1071200,2072,64615.0,259666,134656,15286.0,138083,126373,06,041,2018
"Placer County, California",488400,1438,76187.0,393149,180107,29206.0,187632,88592,06,061,2018
"Shasta County, California",265000,823,17578.0,180040,69649,26647.0,75948,56280,06,089,2018
"Solano County, California",442700,1509,57916.0,446610,216357,31941.0,226696,84395,06,095,2018
"Butte County, California",274200,897,26382.0,231256,101385,42430.0,109346,51652,06,007,2018
"Kings County, California",231100,851,9483.0,151366,52644,26299.0,57696,61663,06,031,2018
"San Luis Obispo County, California",593100,1291,41426.0,284010,128406,35181.0,134948,71148,06,079,2018
"Fresno County, California",274400,835,88479.0,994400,414515,209799.0,451036,52629,06,019,2018
"Kern County, California",226400,809,56830.0,896764,348493,178239.0,382716,51579,06,029,2018
"Orange County, California",709800,1790,579012.0,3185968,1613730,329078.0,1682775,89759,06,059,2018
"Ventura County, California",614400,1657,117297.0,850967,419074,74532.0,438249,84566,06,111,2018
"Sutter County, California",314500,842,8202.0,96807,40133,12447.0,44092,59121,06,101,2018
"San Mateo County, California",1209000,2320,168047.0,769545,418073,51863.0,434788,124425,06,081,2018
"San Joaquin County, California",366000,1034,58966.0,752660,326352,104622.0,347358,64119,06,077,2018
"Yuba County, California",273600,767,5283.0,78041,30058,13449.0,32768,46574,06,115,2018
"Sonoma County, California",655200,1528,79289.0,499942,259984,49845.0,272113,81395,06,097,2018
"Imperial County, California",214400,638,10661.0,181827,61830,39815.0,70917,48984,06,025,2018
"Alameda County, California",842000,1791,326386.0,1666753,882648,146199.0,919808,102125,06,001,2018
"Napa County, California",665100,1587,23099.0,139417,68939,12451.0,72954,87025,06,055,2018
"Yolo County, California",461800,1185,26485.0,220408,98657,45864.0,104722,68670,06,113,2018
"Nevada County, California",456000,1030,19825.0,99696,44505,10188.0,46073,66299,06,057,2018
"Mendocino County, California",381900,939,9122.0,87606,39072,16317.0,41461,51830,06,045,2018
"Los Angeles County, California",625200,1376,1482581.0,10105518,5001369,1407514.0,5298639,68093,06,037,2018
"Santa Clara County, California",1110600,2225,383232.0,1937570,1014217,137772.0,1055631,126606,06,085,2018
"Denver County, Colorado",435100,1237,162103.0,716492,418381,79859.0,434012,68377,08,031,2018
"Weld County, Colorado",325400,949,38448.0,314305,159677,33257.0,167047,75938,08,123,2018
"Douglas County, Colorado",508700,1603,87576.0,342776,188254,8090.0,193739,119615,08,035,2018
"Larimer County, Colorado",398300,1254,65806.0,350518,186123,37291.0,194050,71091,08,069,2018
"Jefferson County, Colorado",440200,1288,121097.0,580233,323307,39093.0,333790,85890,08,059,2018
"Adams County, Colorado",343400,1247,56030.0,511868,274062,44749.0,283840,70743,08,001,2018
"Boulder County, Colorado",554100,1418,74946.0,326078,178279,30991.0,184954,83755,08,013,2018
"Pueblo County, Colorado",173200,642,16537.0,167529,70473,28339.0,75448,48468,08,101,2018
"Mesa County, Colorado",229000,762,20202.0,153207,69660,24869.0,74316,49848,08,077,2018
"El Paso County, Colorado",289500,1065,107737.0,713856,338552,68495.0,357363,68119,08,041,2018
"Arapahoe County, Colorado",392400,1275,120139.0,651215,353686,52392.0,367632,76768,08,005,2018
"New Haven County, Connecticut",251100,968,110431.0,857620,432459,96073.0,458115,67845,09,009,2018
"Hartford County, Connecticut",241700,920,135631.0,892697,454221,97228.0,479674,73151,09,003,2018
"Litchfield County, Connecticut",256100,858,25679.0,181111,96288,12134.0,100397,76043,09,005,2018
"Windham County, Connecticut",207300,813,12358.0,117027,59192,14112.0,63415,65765,09,015,2018
"New London County, Connecticut",238400,942,36319.0,266784,132998,25701.0,140829,67197,09,011,2018
"Middlesex County, Connecticut",283800,1024,26674.0,162682,89692,10349.0,94219,89131,09,007,2018
"Tolland County, Connecticut",262700,1043,23882.0,150921,76834,11476.0,80073,91646,09,013,2018
"Fairfield County, Connecticut",435000,1238,173054.0,943823,480867,94304.0,512200,91079,09,001,2018
"Sussex County, Delaware",254100,820,27194.0,229286,102071,28232.0,106355,60277,10,005,2018
"New Castle County, Delaware",269800,995,80751.0,559335,276075,63500.0,295973,69479,10,003,2018
"Kent County, Delaware",228500,826,16233.0,178550,80288,25510.0,83964,54419,10,001,2018
"District of Columbia, District of Columbia",617900,1421,129782.0,702455,380983,108055.0,412057,85203,11,001,2018
"Palm Beach County, Florida",299800,1237,247498.0,1485941,692533,179276.0,733407,61691,12,099,2018
"Miami-Dade County, Florida",317100,1211,391447.0,2761581,1373136,434812.0,1439031,52205,12,086,2018
"Sumter County, Florida",255200,755,19542.0,128754,29430,9760.0,30288,53895,12,119,2018
"Lee County, Florida",235000,1061,104532.0,754610,322460,91219.0,337304,56129,12,071,2018
"Collier County, Florida",369700,1137,65301.0,378488,160980,39848.0,168117,69867,12,021,2018
"Pasco County, Florida",174500,897,64703.0,539630,223564,67404.0,237089,54208,12,101,2018
"Highlands County, Florida",105800,642,8725.0,105424,34619,23301.0,38836,39796,12,055,2018
"Columbia County, Florida",124100,682,3918.0,70503,26780,9720.0,29931,48848,12,023,2018
"Putnam County, Florida",90600,617,4318.0,74163,25314,11003.0,28284,41608,12,107,2018
"Volusia County, Florida",193800,889,67714.0,547538,235204,69049.0,245949,50361,12,127,2018
"Duval County, Florida",191500,912,126287.0,950181,462060,134807.0,489376,55832,12,031,2018
"Brevard County, Florida",221300,905,86957.0,596849,257032,62483.0,270265,57888,12,009,2018
"Clay County, Florida",194800,921,26124.0,216072,97919,19089.0,105421,61825,12,019,2018
"Lake County, Florida",204000,845,40836.0,356495,143797,40971.0,153748,52096,12,069,2018
"Nassau County, Florida",225300,766,10942.0,85832,39986,10602.0,41435,63913,12,089,2018
"Pinellas County, Florida",215800,963,156649.0,975280,463736,111282.0,488750,52198,12,103,2018
"Polk County, Florida",161300,786,63259.0,708009,303647,109468.0,319569,51670,12,105,2018
"St. Lucie County, Florida",214200,1149,32705.0,321128,134834,35080.0,142977,54098,12,111,2018
"Indian River County, Florida",220800,824,23478.0,157413,60542,15139.0,65006,57508,12,061,2018
"St. Johns County, Florida",324000,1103,49577.0,254261,116692,16138.0,121256,80712,12,109,2018
"Seminole County, Florida",267400,1123,84762.0,467832,244741,45939.0,256396,67470,12,117,2018
"Bay County, Florida",179200,881,19702.0,185287,83452,23061.0,88168,52107,12,005,2018
"Flagler County, Florida",224700,1025,12763.0,112067,45417,11929.0,46965,58963,12,035,2018
"Osceola County, Florida",218900,1096,38270.0,367990,175204,49312.0,186529,50546,12,097,2018
"Walton County, Florida",256000,720,11966.0,71375,32819,6411.0,33896,62914,12,131,2018
"Marion County, Florida",150600,713,35482.0,359977,126611,51941.0,139826,44576,12,083,2018
"Orange County, Florida",259000,1075,217189.0,1380645,702972,214795.0,733763,58588,12,095,2018
"Alachua County, Florida",193100,851,40027.0,269956,130938,51962.0,138958,51241,12,001,2018
"Charlotte County, Florida",206600,883,21606.0,184998,63398,19790.0,66533,52927,12,015,2018
"Martin County, Florida",297700,1008,26634.0,160912,62493,16642.0,64546,59978,12,085,2018
"Sarasota County, Florida",261400,1204,70580.0,426718,178458,43478.0,184592,61683,12,115,2018
"Manatee County, Florida",254100,1019,49957.0,394855,171037,39027.0,179429,59956,12,081,2018
"Citrus County, Florida",137600,732,14180.0,147929,45854,22031.0,49202,39964,12,017,2018
"Santa Rosa County, Florida",209000,915,23389.0,179349,78778,14836.0,83188,70787,12,113,2018
"Leon County, Florida",210700,781,42812.0,292502,148658,59697.0,158681,50682,12,073,2018
"Broward County, Florida",277600,1234,273487.0,1951260,973193,240832.0,1028056,57278,12,011,2018
"Monroe County, Florida",541900,1551,11675.0,75027,39288,9238.0,40529,71973,12,087,2018
"Hernando County, Florida",153300,807,17061.0,190865,69605,27016.0,74701,45977,12,053,2018
"Hillsborough County, Florida",232500,1021,212658.0,1436888,701413,209002.0,740116,58480,12,057,2018
"Escambia County, Florida",150700,742,37103.0,315534,137165,41418.0,145824,51050,12,033,2018
"Okaloosa County, Florida",232900,933,24591.0,207269,89841,28455.0,94355,63997,12,091,2018
"Catoosa County, Georgia",142300,621,6044.0,67420,33114,6884.0,33779,56364,13,047,2018
"Columbia County, Georgia",217500,964,22542.0,154291,70815,11561.0,74595,82024,13,073,2018
"Floyd County, Georgia",128200,536,6537.0,97927,38960,21282.0,40121,38462,13,115,2018
"Forsyth County, Georgia",351900,1220,52519.0,236612,121033,12051.0,124213,104687,13,117,2018
"Lowndes County, Georgia",145500,582,8944.0,116321,47012,31919.0,49057,34886,13,185,2018
"Coweta County, Georgia",233700,868,22319.0,145864,71614,16992.0,73543,69240,13,077,2018
"Walton County, Georgia",214900,752,7158.0,93503,43891,11621.0,45019,66640,13,297,2018
"Cherokee County, Georgia",264000,1074,47931.0,254149,131408,19834.0,136770,82069,13,057,2018
"Fayette County, Georgia",293900,1089,20756.0,113459,53867,3390.0,55676,93468,13,113,2018
"Fulton County, Georgia",333200,1067,227064.0,1050114,544695,131569.0,570227,70930,13,121,2018
"Dougherty County, Georgia",104100,506,6235.0,91243,36258,24301.0,40891,39659,13,095,2018
"Henry County, Georgia",185400,970,27363.0,230220,117984,13800.0,122935,73541,13,151,2018
"Bibb County, Georgia",125300,659,15259.0,153095,63939,36436.0,69971,40495,13,021,2018
"Rockdale County, Georgia",178000,956,11551.0,90594,40904,10500.0,43087,61222,13,247,2018
"Clarke County, Georgia",191800,709,15946.0,127330,60000,31955.0,63356,42232,13,059,2018
"Glynn County, Georgia",185400,798,11397.0,85219,40064,13904.0,41492,55196,13,127,2018
"Jackson County, Georgia",203800,544,6846.0,70422,35321,3290.0,36141,73150,13,157,2018
"Muscogee County, Georgia",141700,676,17557.0,194160,75494,37726.0,83876,47288,13,215,2018
"Carroll County, Georgia",143400,663,10344.0,118121,52953,20027.0,55570,51545,13,045,2018
"Cobb County, Georgia",278700,1065,158697.0,756865,408750,64966.0,424391,78894,13,067,2018
"Newton County, Georgia",165200,851,9958.0,109541,48689,18282.0,51145,57344,13,217,2018
"Clayton County, Georgia",116700,785,25788.0,289615,135587,47970.0,144388,46646,13,063,2018
"Hall County, Georgia",217900,827,20532.0,202148,96289,27106.0,99473,61699,13,139,2018
"Houston County, Georgia",143900,741,19146.0,155469,73425,18069.0,77322,58965,13,153,2018
"Spalding County, Georgia",138300,645,5500.0,66100,25631,8866.0,26842,42920,13,255,2018
"Paulding County, Georgia",190100,991,18769.0,164044,82465,12045.0,85630,73084,13,223,2018
"Richmond County, Georgia",108500,678,18074.0,201554,86643,39411.0,93666,39413,13,245,2018
"Walker County, Georgia",106400,577,5689.0,69410,30105,9492.0,31977,42609,13,295,2018
"Gwinnett County, Georgia",232600,1122,137304.0,927781,472029,82456.0,489331,72184,13,135,2018
"Barrow County, Georgia",169300,768,6977.0,80809,39237,6630.0,41399,61225,13,013,2018
"Bartow County, Georgia",177900,658,8144.0,106408,49863,12419.0,52878,57380,13,015,2018
"Douglas County, Georgia",170700,883,16268.0,145331,70690,19122.0,74262,60829,13,097,2018
"Whitfield County, Georgia",131000,588,7568.0,104062,48487,14741.0,50939,45028,13,313,2018
"Troup County, Georgia",138200,610,4466.0,70034,30520,14875.0,31965,44260,13,285,2018
"Chatham County, Georgia",213400,879,37339.0,289195,142556,37295.0,153176,55308,13,051,2018
"Bulloch County, Georgia",146700,594,6464.0,77296,33624,16219.0,37314,44179,13,031,2018
"DeKalb County, Georgia",235100,989,137426.0,756558,395842,102530.0,418585,64461,13,089,2018
"Hawaii County, Hawaii",368200,999,27259.0,200983,90541,32181.0,95513,57571,15,001,2018
"Honolulu County, Hawaii",701200,1593,157316.0,980080,472885,73710.0,491062,84423,15,003,2018
"Kauai County, Hawaii",627800,1184,11484.0,72133,36467,4549.0,37455,80921,15,007,2018
"Maui County, Hawaii",629500,1515,22752.0,167218,84943,11698.0,88036,82885,15,009,2018
"Kootenai County, Idaho",276500,869,18844.0,161505,75961,15810.0,78864,55236,16,055,2018
"Twin Falls County, Idaho",183900,622,6432.0,86081,40231,13410.0,41237,51196,16,083,2018
"Ada County, Idaho",296800,908,84307.0,469966,234955,45126.0,243577,66405,16,001,2018
"Bannock County, Idaho",165800,583,10152.0,87138,38962,11255.0,41298,50748,16,005,2018
"Bonneville County, Idaho",198900,659,14662.0,116854,49000,11972.0,52095,58729,16,019,2018
"Canyon County, Idaho",190500,707,17355.0,223499,99434,24251.0,104577,53374,16,027,2018
"Madison County, Illinois",136600,639,29897.0,264461,129815,37155.0,138035,59987,17,119,2018
"Kankakee County, Illinois",147300,731,8710.0,110024,50175,18214.0,52415,51404,17,091,2018
"DuPage County, Illinois",317800,1194,195724.0,928589,498676,59492.0,517142,93750,17,043,2018
"LaSalle County, Illinois",126300,584,9501.0,109430,53194,15802.0,55428,51838,17,099,2018
"Cook County, Illinois",255900,978,825874.0,5180493,2585305,696646.0,2769056,63353,17,031,2018
"Macon County, Illinois",102100,552,10218.0,104712,48087,18298.0,51700,50066,17,115,2018
"McHenry County, Illinois",233200,1019,48487.0,308570,166067,17588.0,173005,85275,17,111,2018
"St. Clair County, Illinois",132200,641,31043.0,261059,122021,37241.0,128315,59141,17,163,2018
"Champaign County, Illinois",167400,703,26318.0,209983,102318,38811.0,107701,52725,17,019,2018
"Kane County, Illinois",246000,988,72057.0,534216,275153,44277.0,286875,79818,17,089,2018
"Kendall County, Illinois",239500,1341,17199.0,127915,62503,4961.0,67032,89862,17,093,2018
"Winnebago County, Illinois",121800,651,25389.0,284081,135900,46370.0,145487,53345,17,201,2018
"Adams County, Illinois",137800,626,8835.0,65691,33898,7739.0,34848,56699,17,001,2018
"DeKalb County, Illinois",178800,797,14704.0,104143,53131,13389.0,55946,63085,17,037,2018
"Vermilion County, Illinois",85000,493,5271.0,76806,30380,14576.0,33062,43655,17,183,2018
"Will County, Illinois",242800,974,99519.0,692310,360561,42458.0,377263,85818,17,197,2018
"Williamson County, Illinois",121200,533,6371.0,67056,30328,8888.0,31703,43568,17,199,2018
"Tazewell County, Illinois",142700,606,15937.0,132328,60423,12889.0,62646,60857,17,179,2018
"Sangamon County, Illinois",143600,663,28316.0,195348,96234,25651.0,101513,61997,17,167,2018
"McLean County, Illinois",173700,713,29479.0,172828,86902,25715.0,89468,66256,17,113,2018
"Rock Island County, Illinois",118100,624,16000.0,143477,68343,20208.0,72229,52148,17,161,2018
"Peoria County, Illinois",137000,641,23634.0,180621,82041,29927.0,87156,56138,17,143,2018
"Lake County, Illinois",269300,1045,121686.0,700832,351948,53080.0,368896,87133,17,097,2018
"Tippecanoe County, Indiana",158600,698,24610.0,193048,95314,32698.0,100383,50256,18,157,2018
"Hamilton County, Indiana",280100,1053,76229.0,330086,176794,14041.0,181158,100209,18,057,2018
"Bartholomew County, Indiana",155700,732,11337.0,82753,39897,8665.0,41384,62047,18,005,2018
"Clark County, Indiana",154600,675,11714.0,117360,61628,14155.0,63537,56307,18,019,2018
"Hendricks County, Indiana",199100,878,28030.0,167009,89350,11844.0,90901,80582,18,063,2018
"Grant County, Indiana",84500,466,3534.0,65936,29113,12733.0,31154,44839,18,053,2018
"LaPorte County, Indiana",133600,624,10074.0,110007,47592,16770.0,50613,51584,18,091,2018
"Porter County, Indiana",189500,814,19948.0,169594,82681,14960.0,85627,66476,18,127,2018
"Vigo County, Indiana",98200,546,10159.0,107386,50809,18558.0,53914,48961,18,167,2018
